age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit
36,technician,married,primary,no,1960.6869769252273,yes,yes,unknown,27,may,336,10,-1,0,unknown,no
52,entrepreneur,single,tertiary,no,3577.49053320412,yes,no,cellular,16,apr,583,1,147,1,success,yes
43,self-employed,married,tertiary,no,2981.6036054531764,no,no,cellular,21,apr,381,2,330,17,other,no
53,blue-collar,single,secondary,no,1068.5745026884695,no,no,cellular,13,may,393,1,84,1,other,yes
50,blue-collar,divorced,primary,no,14.673263487811603,yes,no,cellular,12,may,173,2,350,7,failure,no
50,management,married,tertiary,no,334.3905728431353,no,no,cellular,13,aug,343,2,-1,0,unknown,no
56,technician,married,tertiary,no,1372.0465814272718,no,no,cellular,28,jan,186,1,433,1,failure,yes
37,technician,married,secondary,no,504.61106178033566,no,no,cellular,22,oct,344,2,182,8,other,yes
28,management,single,secondary,no,629.9274950542945,yes,no,cellular,15,may,485,1,88,1,other,yes
41,blue-collar,married,primary,no,194.19714326485052,yes,no,cellular,3,feb,157,1,-1,0,unknown,yes
32,technician,single,secondary,no,333.7280786434494,yes,no,unknown,21,may,59,8,-1,0,unknown,no
61,retired,married,secondary,no,473.6449935060158,no,no,cellular,13,aug,211,3,183,4,success,yes
24,admin.,single,secondary,no,1166.8534251960605,no,no,cellular,21,apr,476,1,-1,0,unknown,yes
26,admin.,single,secondary,yes,-787.5457327932523,yes,no,cellular,14,may,786,1,-1,0,unknown,yes
32,technician,single,tertiary,no,0.0,yes,yes,cellular,13,may,440,2,-1,0,unknown,yes
58,admin.,married,secondary,no,1647.7745624160968,yes,yes,unknown,5,jun,53,29,-1,0,unknown,no
25,blue-collar,single,secondary,no,0.0,no,no,cellular,23,apr,163,1,-1,0,unknown,yes
31,services,married,secondary,no,83.46581063404547,yes,no,cellular,17,jul,740,2,-1,0,unknown,no
31,blue-collar,married,secondary,no,45.302722530830344,yes,no,unknown,19,may,405,3,-1,0,unknown,no
29,admin.,divorced,secondary,no,1282.341481008117,yes,yes,unknown,8,may,489,1,-1,0,unknown,no
50,management,married,tertiary,no,4925.157166214058,no,no,cellular,25,jan,455,1,544,2,failure,yes
49,services,single,secondary,no,386.2000121223648,yes,no,unknown,19,may,58,10,-1,0,unknown,no
56,self-employed,married,unknown,no,0.0,no,no,cellular,19,aug,130,1,-1,0,unknown,no
39,entrepreneur,married,tertiary,no,311.8862941557328,yes,no,cellular,24,jul,230,2,-1,0,unknown,no
68,retired,divorced,primary,no,258.2305638680061,no,no,cellular,3,feb,360,1,-1,0,unknown,yes
45,entrepreneur,married,tertiary,no,22907.581160285903,yes,no,cellular,20,nov,871,5,-1,0,unknown,yes
54,unemployed,married,secondary,no,1464.0270334408194,no,no,cellular,25,may,352,3,186,2,failure,yes
45,management,married,tertiary,no,246.86020830649773,no,no,cellular,21,apr,65,2,-1,0,unknown,yes
34,technician,married,tertiary,no,7035.998934716687,no,no,cellular,7,aug,130,1,-1,0,unknown,yes
55,blue-collar,married,primary,no,467.65105643151225,no,no,cellular,5,aug,1200,2,-1,0,unknown,yes
59,technician,married,secondary,no,11769.979464088608,no,no,cellular,21,apr,100,1,-1,0,unknown,yes
81,retired,divorced,primary,no,3457.278360484438,no,no,cellular,11,aug,163,3,-1,0,unknown,no
39,services,married,secondary,no,3027.803200865083,no,no,cellular,4,feb,658,3,-1,0,unknown,yes
36,management,divorced,secondary,no,1927.0173341978743,yes,no,cellular,18,nov,155,2,-1,0,unknown,no
30,admin.,single,secondary,no,792.9840431141247,yes,no,unknown,27,apr,370,1,-1,0,unknown,yes
57,blue-collar,married,secondary,no,3103.962555396666,no,no,cellular,21,aug,819,10,-1,0,unknown,yes
60,housemaid,married,primary,no,543.7588850514082,no,no,unknown,12,jun,1178,3,-1,0,unknown,no
44,management,married,tertiary,no,-1459.6156378767066,yes,yes,cellular,11,may,257,1,-1,0,unknown,no
56,blue-collar,married,primary,no,927.1413809260231,no,no,telephone,2,jul,176,1,-1,0,unknown,yes
29,admin.,single,secondary,no,2825.2116358883272,yes,no,unknown,2,jun,121,4,-1,0,unknown,no
30,technician,single,secondary,no,535.5825584910999,no,yes,unknown,4,jul,523,1,-1,0,unknown,no
25,student,single,secondary,no,2620.2978491757594,no,no,cellular,21,aug,139,1,-1,0,unknown,no
47,blue-collar,married,primary,no,3604.028946657725,no,no,unknown,11,jun,90,3,-1,0,unknown,no
50,services,married,primary,no,4579.660280696627,yes,yes,cellular,7,may,661,1,267,11,other,yes
31,management,married,tertiary,no,2405.12111523875,yes,no,cellular,14,aug,221,6,-1,0,unknown,no
39,blue-collar,married,primary,no,-45.45288570689679,yes,no,cellular,15,may,100,1,-1,0,unknown,no
60,blue-collar,married,primary,no,31564.839984356608,no,no,telephone,15,jun,94,2,-1,0,unknown,no
37,admin.,married,tertiary,no,0.0,yes,no,cellular,17,nov,65,2,119,1,failure,no
37,blue-collar,single,secondary,no,237.77744619643386,no,no,unknown,8,sep,9,1,-1,0,unknown,no
32,management,single,tertiary,no,1075.9785596261554,no,no,cellular,10,aug,161,2,375,5,failure,yes
35,management,married,tertiary,no,156.26354291293225,yes,no,cellular,30,apr,565,1,13,1,failure,yes
31,management,divorced,tertiary,no,-500.67931061657964,yes,yes,cellular,31,jul,101,10,-1,0,unknown,no
37,management,married,tertiary,no,994.379971426909,yes,no,unknown,3,jun,301,1,-1,0,unknown,no
40,services,divorced,primary,no,4.6701763766716455,yes,no,cellular,7,may,171,2,-1,0,unknown,no
36,blue-collar,married,secondary,no,506.4941906132563,yes,no,cellular,8,apr,274,3,-1,0,unknown,yes
37,management,divorced,tertiary,no,427.78039066090963,yes,no,cellular,19,aug,97,6,-1,0,unknown,no
31,housemaid,single,tertiary,no,578.0553951619709,no,no,telephone,28,jan,30,1,-1,0,unknown,no
66,retired,married,secondary,no,865.507623491954,no,no,cellular,12,feb,388,4,-1,0,unknown,no
56,management,married,tertiary,no,516.2379642425378,yes,no,cellular,6,may,100,2,168,1,failure,no
39,blue-collar,married,primary,no,-126.82236827941584,no,no,unknown,17,jun,135,6,-1,0,unknown,no
31,technician,single,secondary,no,363.1114096795653,no,no,cellular,22,aug,346,5,-1,0,unknown,no
30,services,married,secondary,no,323.210645619647,yes,yes,cellular,15,apr,651,4,-1,0,unknown,no
55,technician,divorced,secondary,yes,246.32592827422363,yes,no,cellular,7,aug,78,2,-1,0,unknown,no
32,management,single,tertiary,no,258.5417929385982,no,no,unknown,12,may,757,2,-1,0,unknown,yes
41,technician,married,secondary,no,935.4142235063854,no,no,cellular,29,jul,55,2,-1,0,unknown,no
41,blue-collar,single,primary,no,1758.0239657805178,yes,no,unknown,14,may,1553,1,-1,0,unknown,yes
51,blue-collar,married,primary,no,0.0,no,no,unknown,8,may,384,1,-1,0,unknown,no
34,admin.,married,secondary,no,408.4576205157805,yes,no,cellular,14,may,551,2,-1,0,unknown,no
34,technician,single,tertiary,no,3056.9196506657695,yes,no,cellular,31,mar,265,1,230,2,failure,no
29,technician,single,secondary,no,1832.7132581692392,yes,no,unknown,26,may,375,2,-1,0,unknown,no
25,blue-collar,single,secondary,no,202.97329381801893,no,yes,cellular,8,jul,687,2,-1,0,unknown,yes
52,blue-collar,married,secondary,no,1977.8210844367195,no,no,cellular,29,oct,423,3,-1,0,unknown,yes
37,management,divorced,tertiary,no,108.5794106995843,yes,no,unknown,19,may,1622,2,-1,0,unknown,yes
49,management,married,secondary,no,1380.680356442471,no,no,cellular,29,jul,47,5,-1,0,unknown,no
31,technician,single,secondary,no,299.45091398884085,no,no,cellular,13,jan,262,1,-1,0,unknown,no
42,management,married,tertiary,no,9294.879949897624,yes,no,cellular,21,nov,306,1,-1,0,unknown,no
56,blue-collar,divorced,primary,no,-10.039354766882417,yes,yes,cellular,8,may,728,1,-1,0,unknown,yes
44,management,single,tertiary,no,6003.872668756984,no,no,cellular,27,oct,418,2,-1,0,unknown,yes
35,services,divorced,secondary,no,-544.04284193887,no,no,cellular,10,jul,228,1,-1,0,unknown,no
46,management,married,tertiary,no,8253.123060571193,no,no,cellular,11,sep,658,4,95,2,other,yes
25,blue-collar,single,secondary,no,1631.9410773255322,no,no,cellular,12,jan,265,2,-1,0,unknown,yes
56,technician,married,secondary,no,1647.766533936257,no,yes,cellular,26,feb,229,1,192,4,success,yes
58,blue-collar,married,primary,no,64.74768650071671,no,no,unknown,17,jun,116,1,-1,0,unknown,no
41,entrepreneur,single,secondary,no,715.5188623082821,no,no,cellular,24,jul,1204,1,-1,0,unknown,yes
26,technician,single,secondary,no,207.15251869223272,no,no,cellular,20,apr,158,2,-1,0,unknown,yes
32,technician,single,secondary,no,1256.2856798068065,yes,no,unknown,3,jun,1173,3,-1,0,unknown,yes
34,technician,single,secondary,no,1167.6653023593842,yes,no,cellular,22,jul,174,2,160,8,other,yes
41,technician,married,secondary,no,2721.175431835689,yes,no,unknown,30,may,62,3,-1,0,unknown,no
38,services,married,tertiary,no,853.153477752945,no,no,unknown,16,jun,325,3,-1,0,unknown,no
54,admin.,married,unknown,no,114.62957773337598,no,no,telephone,27,apr,473,2,182,2,failure,yes
57,management,married,primary,no,6800.906816371391,no,no,cellular,23,oct,255,4,185,2,failure,yes
64,management,married,tertiary,no,4096.048436700457,no,no,telephone,19,oct,898,7,137,11,other,yes
57,unemployed,married,primary,no,0.0,yes,no,cellular,20,nov,231,2,-1,0,unknown,no
56,blue-collar,married,primary,no,753.070191061105,yes,no,cellular,21,jul,853,1,-1,0,unknown,no
44,entrepreneur,married,secondary,no,822.766525672415,yes,yes,cellular,6,may,96,2,295,5,failure,no
32,self-employed,married,primary,no,277.6942853838329,yes,no,cellular,6,aug,175,1,-1,0,unknown,no
22,services,single,secondary,no,125.04440617136099,no,no,cellular,15,apr,218,2,181,1,success,yes
32,blue-collar,single,secondary,no,422.4336524656767,yes,no,cellular,19,nov,270,1,-1,0,unknown,no
46,management,divorced,secondary,no,430.83631633579205,yes,no,unknown,19,may,86,7,-1,0,unknown,no
26,services,single,secondary,no,122.9018911295217,no,no,cellular,30,jan,1136,2,-1,0,unknown,yes
56,admin.,married,secondary,no,616.9948789975714,no,no,cellular,14,jun,458,1,130,8,success,yes
40,management,married,tertiary,no,0.0,no,no,cellular,14,jul,109,8,-1,0,unknown,no
30,management,single,tertiary,no,579.9037669276729,no,no,cellular,11,aug,229,2,99,4,success,yes
73,retired,married,primary,no,476.6288353115435,no,no,telephone,29,apr,107,5,-1,0,unknown,no
44,admin.,married,secondary,no,1741.1790578714879,no,no,unknown,16,jun,139,3,-1,0,unknown,no
49,admin.,married,secondary,no,3998.887788046452,yes,no,cellular,30,apr,252,1,168,1,success,yes
34,management,married,tertiary,no,263.84318087013713,no,no,cellular,9,dec,787,1,188,8,other,no
39,technician,divorced,tertiary,yes,3.398861082223591,no,no,cellular,6,may,488,1,-1,0,unknown,yes
41,blue-collar,married,primary,no,549.3561889602793,yes,no,unknown,6,may,233,2,-1,0,unknown,no
40,blue-collar,married,secondary,no,1603.2147130016442,yes,no,cellular,12,may,560,1,-1,0,unknown,yes
49,blue-collar,married,primary,no,440.41464181659137,no,no,cellular,29,jan,679,1,-1,0,unknown,no
30,admin.,single,secondary,no,237.7638562267714,no,no,cellular,27,jan,143,1,-1,0,unknown,yes
51,admin.,single,secondary,no,849.1208116101727,no,no,cellular,23,jul,638,2,-1,0,unknown,yes
24,self-employed,single,tertiary,no,2707.217602328779,no,no,cellular,27,apr,122,1,-1,0,unknown,yes
37,management,married,primary,no,4125.10097576748,no,no,telephone,28,jan,46,1,-1,0,unknown,no
32,management,single,tertiary,no,599.8229866744047,no,no,unknown,29,may,187,3,-1,0,unknown,no
40,housemaid,married,secondary,no,812.4474099485901,no,no,cellular,8,aug,182,1,-1,0,unknown,no
29,student,single,tertiary,no,4.322127871390764,no,no,cellular,15,jul,889,5,-1,0,unknown,yes
40,blue-collar,married,primary,no,0.0,no,no,cellular,24,jul,313,1,-1,0,unknown,no
58,retired,married,secondary,no,238.02619228935384,no,no,unknown,28,may,362,3,-1,0,unknown,no
48,services,married,secondary,no,2844.25750749918,yes,no,cellular,6,may,182,2,355,1,failure,no
39,technician,single,secondary,no,5204.595041019523,yes,no,cellular,18,nov,486,1,-1,0,unknown,yes
33,technician,married,secondary,no,350.96993892179734,yes,no,cellular,7,may,263,2,294,1,success,no
42,technician,single,secondary,no,0.0,yes,no,unknown,6,may,293,1,-1,0,unknown,no
32,blue-collar,single,secondary,no,136.72397681638262,yes,no,cellular,17,jul,1275,1,-1,0,unknown,yes
44,blue-collar,married,secondary,no,921.4623643570885,yes,no,unknown,29,may,306,1,-1,0,unknown,no
29,management,single,tertiary,no,3223.4230556441216,no,no,cellular,30,apr,645,1,-1,0,unknown,yes
49,technician,divorced,secondary,no,4.98529085861693,no,no,cellular,19,aug,131,2,-1,0,unknown,no
23,student,single,secondary,no,105.44177268926977,no,no,cellular,14,oct,84,1,183,1,success,yes
36,services,married,secondary,no,409.9484511741849,no,no,cellular,5,aug,324,1,-1,0,unknown,yes
46,self-employed,married,secondary,no,444.3179753911152,no,no,cellular,12,aug,1181,4,-1,0,unknown,yes
32,management,single,tertiary,no,2221.3257509694886,no,no,cellular,25,aug,497,5,-1,0,unknown,yes
41,self-employed,married,secondary,no,2618.1439760554485,yes,no,cellular,3,apr,1203,2,135,2,failure,yes
22,student,single,secondary,no,219.31148803196606,no,no,cellular,6,aug,178,1,179,2,success,yes
75,retired,married,tertiary,no,5549.410368792855,no,no,cellular,16,nov,1248,2,94,2,failure,yes
34,admin.,divorced,secondary,no,739.4042223647767,yes,no,cellular,5,aug,245,2,183,10,failure,yes
29,technician,married,secondary,no,1065.7741547508797,yes,no,cellular,17,apr,367,3,323,3,failure,yes
47,admin.,divorced,secondary,no,288.48522450742615,yes,no,unknown,6,jun,94,2,-1,0,unknown,yes
38,blue-collar,married,primary,no,172.6568867621447,yes,no,unknown,20,may,245,1,-1,0,unknown,no
42,unemployed,married,secondary,no,1195.1115409100187,no,no,cellular,15,oct,1176,3,92,6,success,yes
21,blue-collar,single,secondary,no,1944.859650589134,no,no,cellular,17,feb,92,2,-1,0,unknown,yes
36,services,married,secondary,no,408.43813026406514,yes,no,unknown,20,may,26,1,-1,0,unknown,no
29,self-employed,single,tertiary,no,404.17676036497454,yes,no,cellular,18,may,427,1,-1,0,unknown,yes
39,technician,married,tertiary,no,78.31340518026506,no,no,cellular,7,aug,70,2,-1,0,unknown,no
50,management,single,tertiary,no,3828.9983133901637,no,no,unknown,24,oct,305,1,-1,0,unknown,yes
58,services,married,secondary,no,863.2986928794687,no,no,cellular,22,aug,283,1,-1,0,unknown,no
48,admin.,married,secondary,no,147.91290999948902,no,no,cellular,4,aug,291,1,-1,0,unknown,yes
24,technician,single,secondary,no,108.08327923210389,yes,yes,cellular,18,may,250,1,-1,0,unknown,no
40,admin.,married,secondary,no,0.0,yes,no,cellular,3,feb,561,1,201,1,failure,no
55,management,divorced,tertiary,no,11298.834898890811,yes,no,cellular,5,jun,103,2,95,1,other,yes
80,retired,married,primary,no,1149.5685076792176,no,no,telephone,26,feb,37,1,-1,0,unknown,no
51,technician,married,secondary,no,312.06556763921793,yes,no,cellular,20,aug,687,4,-1,0,unknown,no
54,technician,married,secondary,no,-259.28497609978456,no,yes,cellular,10,jul,2029,1,-1,0,unknown,yes
43,management,married,tertiary,no,1639.5514535900213,yes,no,unknown,27,may,383,3,-1,0,unknown,no
31,admin.,single,secondary,no,476.8621651133562,no,no,cellular,23,apr,342,1,-1,0,unknown,yes
31,admin.,married,secondary,no,699.1102756475929,yes,yes,cellular,15,may,152,1,352,4,failure,no
36,management,single,tertiary,no,1252.0336566203111,yes,no,unknown,20,may,144,2,-1,0,unknown,no
37,technician,married,secondary,no,5598.858489292176,yes,no,cellular,17,nov,1210,2,171,4,failure,yes
35,management,married,tertiary,no,738.8268984237894,yes,no,cellular,6,may,686,2,-1,0,unknown,yes
81,retired,married,primary,no,241.84953066873558,no,no,cellular,27,jan,340,1,92,1,success,yes
32,admin.,divorced,secondary,no,-277.34295096442224,no,yes,unknown,27,jun,856,2,-1,0,unknown,yes
52,unknown,married,unknown,no,4341.558107842097,no,no,cellular,5,aug,607,3,-1,0,unknown,yes
24,technician,married,secondary,no,580.9307071664832,yes,no,cellular,18,aug,460,2,-1,0,unknown,yes
58,management,married,tertiary,no,234.79304880940973,no,no,cellular,10,dec,422,1,188,3,success,yes
48,technician,married,secondary,no,388.03294815885056,no,no,unknown,17,jun,214,3,-1,0,unknown,no
30,technician,single,secondary,no,162.97517791763016,no,no,cellular,25,aug,167,4,-1,0,unknown,no
38,admin.,divorced,secondary,no,20.710074795821136,yes,no,cellular,5,feb,1130,3,251,2,success,yes
47,technician,married,tertiary,no,516.0908022186021,yes,no,cellular,12,aug,588,3,-1,0,unknown,no
53,blue-collar,married,secondary,no,22683.3431678285,no,no,unknown,24,jun,146,4,-1,0,unknown,no
49,technician,divorced,tertiary,no,624.698427971236,yes,no,telephone,15,sep,722,1,-1,0,unknown,yes
47,technician,married,secondary,no,0.0,yes,no,cellular,25,may,234,1,-1,0,unknown,no
63,retired,married,primary,no,13021.112197513488,no,no,telephone,29,apr,660,1,191,1,failure,yes
59,admin.,married,secondary,no,3273.060620160084,no,no,cellular,17,jun,243,3,91,6,success,yes
62,management,married,tertiary,no,517.8109491217958,no,no,cellular,14,aug,185,1,-1,0,unknown,yes
28,admin.,single,secondary,no,1285.9045922330072,yes,no,unknown,2,jun,537,5,-1,0,unknown,no
42,technician,married,tertiary,no,624.9973056214037,no,no,cellular,30,apr,354,1,79,1,success,yes
57,management,married,tertiary,no,5.343351237510415,yes,no,cellular,8,jul,96,1,-1,0,unknown,no
30,admin.,married,secondary,no,1261.0898374393162,no,no,telephone,27,oct,3284,1,-1,0,unknown,no
47,unemployed,single,tertiary,no,2471.8126482805646,no,no,cellular,30,jan,240,1,-1,0,unknown,no
55,entrepreneur,married,tertiary,no,372.62607007100286,yes,yes,cellular,13,may,200,1,-1,0,unknown,no
47,technician,divorced,tertiary,no,830.806801075665,yes,no,cellular,11,may,1001,4,-1,0,unknown,no
30,management,single,tertiary,no,6158.29953500561,no,no,cellular,27,may,119,1,98,1,success,yes
32,blue-collar,married,primary,no,685.6272380566746,no,no,cellular,29,jan,696,1,-1,0,unknown,yes
50,housemaid,married,secondary,no,414.4097841687768,no,no,cellular,11,mar,203,2,-1,0,unknown,yes
33,blue-collar,single,secondary,no,1541.788602645446,yes,no,cellular,12,may,360,1,173,1,other,no
35,technician,married,tertiary,no,25.63482588187704,no,no,cellular,27,aug,219,2,-1,0,unknown,no
50,blue-collar,married,primary,no,281.9120203721689,yes,no,unknown,18,jun,61,23,-1,0,unknown,no
33,technician,married,secondary,no,464.4962363984645,no,no,cellular,13,aug,460,2,-1,0,unknown,no
27,management,single,tertiary,no,87.36979179568858,no,no,cellular,18,oct,767,3,-1,0,unknown,yes
28,unemployed,single,secondary,yes,-312.42431935986804,yes,no,unknown,12,may,89,3,-1,0,unknown,no
57,technician,divorced,tertiary,no,126.07956032950612,no,no,telephone,4,jun,166,2,-1,0,unknown,yes
37,blue-collar,married,secondary,no,181.22438151027634,yes,no,cellular,17,apr,266,2,-1,0,unknown,no
29,management,single,tertiary,no,1790.511597038188,no,no,cellular,7,jul,273,2,433,1,success,yes
31,blue-collar,married,secondary,no,1821.5361897007992,yes,no,cellular,7,may,603,2,17,2,failure,no
57,management,divorced,unknown,no,0.0,no,no,cellular,27,mar,102,1,-1,0,unknown,no
39,services,divorced,secondary,no,0.0,yes,no,cellular,13,apr,1006,2,-1,0,unknown,yes
31,management,married,tertiary,no,1418.793062577987,yes,yes,unknown,21,may,85,1,-1,0,unknown,no
37,self-employed,single,primary,no,249.02342411633273,yes,no,cellular,17,apr,191,4,323,9,failure,no
37,management,single,tertiary,no,244.40262163698497,yes,yes,cellular,2,feb,120,2,272,1,failure,no
53,unknown,married,unknown,no,0.0,no,no,cellular,25,aug,209,5,-1,0,unknown,no
45,blue-collar,single,secondary,no,696.1472101819118,yes,no,cellular,15,may,133,1,-1,0,unknown,no
57,retired,married,primary,no,3655.0233958718113,yes,no,cellular,25,aug,626,3,-1,0,unknown,yes
36,management,married,tertiary,no,1459.9483922295567,no,no,unknown,19,jun,2028,1,-1,0,unknown,yes
29,management,married,tertiary,no,0.0,yes,no,telephone,15,jul,91,2,-1,0,unknown,no
42,management,married,primary,no,997.2992682833898,yes,no,unknown,15,may,90,3,-1,0,unknown,no
32,admin.,single,tertiary,no,360.3935827633817,yes,yes,unknown,26,jun,271,1,-1,0,unknown,no
57,management,married,secondary,no,730.5121017608176,yes,no,telephone,11,may,20,5,-1,0,unknown,no
34,admin.,single,secondary,no,129.40547163203107,yes,no,cellular,12,may,590,1,370,1,other,yes
56,admin.,married,secondary,no,2020.7111011621312,yes,no,unknown,12,may,146,1,-1,0,unknown,no
52,technician,single,secondary,no,437.1003272502152,no,yes,unknown,22,mar,95,1,-1,0,unknown,yes
42,technician,married,tertiary,no,15651.47435758042,no,yes,cellular,14,aug,149,2,-1,0,unknown,no
40,admin.,divorced,secondary,no,2124.1303300499653,no,no,cellular,30,apr,452,1,-1,0,unknown,yes
31,student,single,secondary,no,198.7457313775682,no,no,cellular,3,jun,138,1,-1,0,unknown,no
37,management,married,tertiary,no,326.66767673872295,yes,no,cellular,22,jul,282,1,-1,0,unknown,no
38,admin.,single,secondary,no,63.45407219326288,no,no,cellular,20,nov,441,4,-1,0,unknown,no
92,retired,married,unknown,no,625.2248211003777,no,no,cellular,22,oct,313,3,-1,0,unknown,yes
55,services,divorced,secondary,no,277.7684353957695,yes,no,cellular,28,jan,342,1,-1,0,unknown,no
29,blue-collar,married,secondary,no,1012.0473187345115,yes,yes,cellular,15,may,382,1,-1,0,unknown,yes
52,technician,divorced,secondary,no,220.1527069387341,no,no,cellular,7,aug,134,2,-1,0,unknown,no
41,unknown,single,unknown,no,837.5372504823445,no,no,cellular,27,oct,143,1,188,1,success,yes
32,services,married,secondary,no,863.9263674512722,no,no,cellular,15,jun,372,1,-1,0,unknown,yes
59,retired,married,secondary,no,906.7179610712899,yes,yes,cellular,5,aug,223,1,-1,0,unknown,no
50,admin.,married,secondary,no,176.61394518074178,yes,no,unknown,7,may,216,2,-1,0,unknown,no
35,admin.,married,secondary,no,769.787979508091,yes,no,cellular,20,nov,219,7,133,1,failure,no
